,Date,Season,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen
2764,2010-05-22,2010,Toronto FC,New England Revolution,1-0,1,0,East,East,1,regular,,,,,
2765,2010-05-22,2010,Seattle Sounders,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,
2766,2010-05-22,2010,Houston Dynamo,DC United,2-0,2,0,West,East,2,regular,,,,,
2767,2010-05-23,2010,CD Chivas USA,Real Salt Lake,1-2,1,2,West,West,3,regular,,,,,
2768,2010-05-23,2010,Sporting Kansas City,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,
2769,2010-05-27,2010,Chicago Fire,FC Dallas,1-1,1,1,East,West,2,regular,,,,,
2770,2010-05-29,2010,Columbus Crew,LA Galaxy,0-2,0,2,East,West,2,regular,,,,,
2771,2010-05-29,2010,DC United,CD Chivas USA,3-2,3,2,East,West,5,regular,,,,,
2772,2010-05-29,2010,New England Revolution,New York Red Bulls,3-2,3,2,East,East,5,regular,,,,,
2773,2010-05-29,2010,Houston Dynamo,Philadelphia Union,2-3,2,3,West,East,5,regular,,,,,
2774,2010-05-29,2010,Colorado Rapids,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,
2775,2010-05-29,2010,Real Salt Lake,Sporting Kansas City,4-1,4,1,West,East,5,regular,,,,,
2776,2010-05-30,2010,San Jose Earthquakes,Toronto FC,1-3,1,3,West,East,4,regular,,,,,
2777,2010-06-02,2010,New York Red Bulls,Houston Dynamo,2-1,2,1,East,West,3,regular,,,,,
2778,2010-06-03,2010,San Jose Earthquakes,Columbus Crew,2-2,2,2,West,East,4,regular,,,,,
2779,2010-06-05,2010,Toronto FC,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,
2780,2010-06-05,2010,DC United,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,
2781,2010-06-05,2010,New York Red Bulls,CD Chivas USA,1-0,1,0,East,West,1,regular,,,,,
2782,2010-06-05,2010,LA Galaxy,Houston Dynamo,4-1,4,1,West,West,5,regular,,,,,
2783,2010-06-05,2010,Chicago Fire,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
2784,2010-06-05,2010,FC Dallas,San Jose Earthquakes,2-0,2,0,West,West,2,regular,,,,,
2785,2010-06-05,2010,Colorado Rapids,Columbus Crew,1-0,1,0,West,East,1,regular,,,,,
2786,2010-06-06,2010,Seattle Sounders,New England Revolution,3-0,3,0,West,East,3,regular,,,,,
2787,2010-06-09,2010,Chicago Fire,Colorado Rapids,2-2,2,2,East,West,4,regular,,,,,
2788,2010-06-09,2010,Real Salt Lake,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,
2789,2010-06-10,2010,Sporting Kansas City,Philadelphia Union,2-0,2,0,East,East,2,regular,,,,,
2790,2010-06-11,2010,Seattle Sounders,DC United,2-3,2,3,West,East,5,regular,,,,,
2791,2010-06-25,2010,Real Salt Lake,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,
2792,2010-06-26,2010,Columbus Crew,DC United,2-0,2,0,East,East,2,regular,,,,,
2793,2010-06-26,2010,Toronto FC,LA Galaxy,0-0,0,0,East,West,0,regular,,,,,
2794,2010-06-26,2010,Houston Dynamo,Colorado Rapids,2-2,2,2,West,West,4,regular,,,,,
2795,2010-06-26,2010,Sporting Kansas City,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,
2796,2010-06-27,2010,CD Chivas USA,FC Dallas,1-2,1,2,West,West,3,regular,,,,,
2797,2010-06-27,2010,Philadelphia Union,Seattle Sounders,3-1,3,1,East,West,4,regular,,,,,
2798,2010-06-27,2010,New England Revolution,Chicago Fire,0-1,0,1,East,East,1,regular,,,,,
2799,2010-07-01,2010,Toronto FC,Houston Dynamo,1-1,1,1,East,West,2,regular,,,,,
2800,2010-07-03,2010,Real Salt Lake,New England Revolution,5-0,5,0,West,East,5,regular,,,,,
2801,2010-07-03,2010,Columbus Crew,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,
2802,2010-07-03,2010,FC Dallas,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,
2803,2010-07-04,2010,San Jose Earthquakes,DC United,1-1,1,1,West,East,2,regular,,,,,
2804,2010-07-04,2010,CD Chivas USA,Philadelphia Union,1-1,1,1,West,East,2,regular,,,,,
2805,2010-07-04,2010,Colorado Rapids,New York Red Bulls,1-1,1,1,West,East,2,regular,,,,,
2806,2010-07-05,2010,LA Galaxy,Seattle Sounders,3-1,3,1,West,West,4,regular,,,,,
2807,2010-07-08,2010,Chicago Fire,Real Salt Lake,0-1,0,1,East,West,1,regular,,,,,
2808,2010-07-10,2010,Toronto FC,Colorado Rapids,1-0,1,0,East,West,1,regular,,,,,
2809,2010-07-10,2010,Philadelphia Union,San Jose Earthquakes,1-2,1,2,East,West,3,regular,,,,,
2810,2010-07-10,2010,New York Red Bulls,DC United,0-0,0,0,East,East,0,regular,,,,,
2811,2010-07-10,2010,New England Revolution,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,
2812,2010-07-10,2010,Houston Dynamo,Columbus Crew,0-0,0,0,West,East,0,regular,,,,,
2813,2010-07-10,2010,Sporting Kansas City,CD Chivas USA,0-2,0,2,East,West,2,regular,,,,,
2814,2010-07-12,2010,Seattle Sounders,FC Dallas,1-1,1,1,West,West,2,regular,,,,,
2815,2010-07-14,2010,Columbus Crew,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,
2816,2010-07-15,2010,DC United,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,
2817,2010-07-17,2010,Philadelphia Union,Toronto FC,2-1,2,1,East,East,3,regular,,,,,
2818,2010-07-17,2010,Columbus Crew,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,
2819,2010-07-17,2010,FC Dallas,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,
2820,2010-07-17,2010,Colorado Rapids,Sporting Kansas City,1-1,1,1,West,East,2,regular,,,,,
2821,2010-07-18,2010,DC United,LA Galaxy,1-2,1,2,East,West,3,regular,,,,,
2822,2010-07-23,2010,LA Galaxy,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,
2823,2010-07-24,2010,Toronto FC,FC Dallas,1-1,1,1,East,West,2,regular,,,,,
2824,2010-07-24,2010,Columbus Crew,Houston Dynamo,3-0,3,0,East,West,3,regular,,,,,
2825,2010-07-25,2010,Real Salt Lake,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,
2826,2010-07-26,2010,Seattle Sounders,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,
2827,2010-07-31,2010,Philadelphia Union,New England Revolution,1-1,1,1,East,East,2,regular,,,,,
2828,2010-07-31,2010,Colorado Rapids,FC Dallas,1-1,1,1,West,West,2,regular,,,,,
2829,2010-07-31,2010,Houston Dynamo,New York Red Bulls,2-2,2,2,West,East,4,regular,,,,,
2830,2010-07-31,2010,Sporting Kansas City,Toronto FC,1-0,1,0,East,East,1,regular,,,,,
2831,2010-07-31,2010,Real Salt Lake,DC United,3-0,3,0,West,East,3,regular,,,,,
2832,2010-08-01,2010,San Jose Earthquakes,Seattle Sounders,0-1,0,1,West,West,1,regular,,,,,
2833,2010-08-01,2010,CD Chivas USA,Columbus Crew,3-1,3,1,West,East,4,regular,,,,,
2834,2010-08-01,2010,LA Galaxy,Chicago Fire,2-3,2,3,West,East,5,regular,,,,,
2835,2010-08-05,2010,Philadelphia Union,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,
2836,2010-08-07,2010,Toronto FC,CD Chivas USA,2-1,2,1,East,West,3,regular,,,,,
2837,2010-08-07,2010,New England Revolution,DC United,1-0,1,0,East,East,1,regular,,,,,
2838,2010-08-07,2010,Sporting Kansas City,Real Salt Lake,1-1,1,1,East,West,2,regular,,,,,
2839,2010-08-07,2010,Colorado Rapids,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,
2840,2010-08-08,2010,FC Dallas,Philadelphia Union,3-1,3,1,West,East,4,regular,,,,,
2841,2010-08-08,2010,Chicago Fire,New York Red Bulls,0-0,0,0,East,East,0,regular,,,,,
2842,2010-08-09,2010,Seattle Sounders,Houston Dynamo,2-0,2,0,West,West,2,regular,,,,,
2843,2010-08-11,2010,New York Red Bulls,Toronto FC,1-0,1,0,East,East,1,regular,,,,,
2844,2010-08-11,2010,Philadelphia Union,Real Salt Lake,1-1,1,1,East,West,2,regular,,,,,
2845,2010-08-14,2010,Philadelphia Union,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,
2846,2010-08-14,2010,New York Red Bulls,LA Galaxy,0-1,0,1,East,West,1,regular,,,,,
2847,2010-08-14,2010,DC United,FC Dallas,1-3,1,3,East,West,4,regular,,,,,
2848,2010-08-14,2010,New England Revolution,Houston Dynamo,1-0,1,0,East,West,1,regular,,,,,
2849,2010-08-14,2010,Real Salt Lake,Columbus Crew,2-0,2,0,West,East,2,regular,,,,,
2850,2010-08-15,2010,San Jose Earthquakes,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,
2851,2010-08-15,2010,CD Chivas USA,Seattle Sounders,0-0,0,0,West,West,0,regular,,,,,
2852,2010-08-18,2010,Chicago Fire,New England Revolution,2-1,2,1,East,East,3,regular,,,,,
2853,2010-08-21,2010,Toronto FC,New York Red Bulls,1-4,1,4,East,East,5,regular,,,,,
2854,2010-08-21,2010,San Jose Earthquakes,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,
2855,2010-08-21,2010,Columbus Crew,Colorado Rapids,3-1,3,1,East,West,4,regular,,,,,
2856,2010-08-21,2010,FC Dallas,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,
2857,2010-08-21,2010,Sporting Kansas City,New England Revolution,4-1,4,1,East,East,5,regular,,,,,
2858,2010-08-21,2010,Houston Dynamo,Chicago Fire,4-3,4,3,West,East,7,regular,,,,,
2859,2010-08-22,2010,DC United,Philadelphia Union,2-0,2,0,East,East,2,regular,,,,,
2860,2010-08-28,2010,Columbus Crew,FC Dallas,0-0,0,0,East,West,0,regular,,,,,
2861,2010-08-28,2010,Toronto FC,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,
2862,2010-08-28,2010,New England Revolution,Philadelphia Union,1-2,1,2,East,East,3,regular,,,,,
2863,2010-08-28,2010,New York Red Bulls,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,
2864,2010-08-28,2010,Colorado Rapids,Houston Dynamo,3-0,3,0,West,West,3,regular,,,,,
2865,2010-08-29,2010,LA Galaxy,Sporting Kansas City,0-2,0,2,West,East,2,regular,,,,,
2866,2010-08-29,2010,Seattle Sounders,Chicago Fire,2-1,2,1,West,East,3,regular,,,,,
2867,2010-08-30,2010,CD Chivas USA,DC United,1-0,1,0,West,East,1,regular,,,,,
2868,2010-09-04,2010,Philadelphia Union,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,
2869,2010-09-04,2010,Chicago Fire,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,
2870,2010-09-04,2010,DC United,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,
2871,2010-09-04,2010,New England Revolution,Seattle Sounders,3-1,3,1,East,West,4,regular,,,,,
2872,2010-09-04,2010,FC Dallas,Toronto FC,1-0,1,0,West,East,1,regular,,,,,
2873,2010-09-04,2010,Real Salt Lake,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,
2874,2010-09-04,2010,Colorado Rapids,CD Chivas USA,3-0,3,0,West,West,3,regular,,,,,
2875,2010-09-05,2010,Houston Dynamo,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
2876,2010-09-08,2010,Chicago Fire,Toronto FC,0-0,0,0,East,East,0,regular,,,,,
2877,2010-09-10,2010,Seattle Sounders,Real Salt Lake,0-0,0,0,West,West,0,regular,,,,,
2878,2010-09-11,2010,CD Chivas USA,New England Revolution,2-0,2,0,West,East,2,regular,,,,,
2879,2010-09-11,2010,Toronto FC,DC United,0-1,0,1,East,East,1,regular,,,,,
2880,2010-09-11,2010,New York Red Bulls,Colorado Rapids,3-1,3,1,East,West,4,regular,,,,,
2881,2010-09-11,2010,Philadelphia Union,Chicago Fire,1-0,1,0,East,East,1,regular,,,,,
2882,2010-09-12,2010,San Jose Earthquakes,FC Dallas,0-0,0,0,West,West,0,regular,,,,,
2883,2010-09-12,2010,LA Galaxy,Columbus Crew,3-1,3,1,West,East,4,regular,,,,,
2884,2010-09-16,2010,San Jose Earthquakes,Philadelphia Union,1-0,1,0,West,East,1,regular,,,,,
2885,2010-09-16,2010,FC Dallas,New York Red Bulls,2-2,2,2,West,East,4,regular,,,,,
2886,2010-09-18,2010,Real Salt Lake,Chicago Fire,1-0,1,0,West,East,1,regular,,,,,
2887,2010-09-18,2010,Columbus Crew,Seattle Sounders,0-4,0,4,East,West,4,regular,,,,,
2888,2010-09-18,2010,Houston Dynamo,Toronto FC,1-2,1,2,West,East,3,regular,,,,,
2889,2010-09-18,2010,Colorado Rapids,New England Revolution,3-0,3,0,West,East,3,regular,,,,,
2890,2010-09-19,2010,LA Galaxy,DC United,2-1,2,1,West,East,3,regular,,,,,
2891,2010-09-19,2010,CD Chivas USA,Sporting Kansas City,0-2,0,2,West,East,2,regular,,,,,
2892,2010-09-22,2010,Sporting Kansas City,Houston Dynamo,4-3,4,3,East,West,7,regular,,,,,
2893,2010-09-22,2010,FC Dallas,New England Revolution,2-2,2,2,West,East,4,regular,,,,,
2894,2010-09-25,2010,LA Galaxy,New York Red Bulls,0-2,0,2,West,East,2,regular,,,,,
2895,2010-09-25,2010,Philadelphia Union,CD Chivas USA,3-0,3,0,East,West,3,regular,,,,,
2896,2010-09-25,2010,Toronto FC,San Jose Earthquakes,2-3,2,3,East,West,5,regular,,,,,
2897,2010-09-25,2010,DC United,Houston Dynamo,1-3,1,3,East,West,4,regular,,,,,
2898,2010-09-25,2010,New England Revolution,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,
2899,2010-09-25,2010,Chicago Fire,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,
2900,2010-09-25,2010,Sporting Kansas City,FC Dallas,1-3,1,3,East,West,4,regular,,,,,
2901,2010-09-26,2010,Real Salt Lake,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,
2902,2010-09-29,2010,Colorado Rapids,Philadelphia Union,4-1,4,1,West,East,5,regular,,,,,
2903,2010-09-30,2010,San Jose Earthquakes,Chicago Fire,0-3,0,3,West,East,3,regular,,,,,
2904,2010-10-02,2010,Seattle Sounders,Toronto FC,3-2,3,2,West,East,5,regular,,,,,
2905,2010-10-02,2010,Philadelphia Union,Houston Dynamo,1-1,1,1,East,West,2,regular,,,,,
2906,2010-10-02,2010,Columbus Crew,San Jose Earthquakes,0-0,0,0,East,West,0,regular,,,,,
2907,2010-10-02,2010,New England Revolution,Real Salt Lake,1-2,1,2,East,West,3,regular,,,,,
2908,2010-10-02,2010,New York Red Bulls,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,
2909,2010-10-02,2010,FC Dallas,Chicago Fire,3-0,3,0,West,East,3,regular,,,,,
2910,2010-10-02,2010,Colorado Rapids,DC United,0-1,0,1,West,East,1,regular,,,,,
2911,2010-10-03,2010,CD Chivas USA,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,
2912,2010-10-07,2010,Philadelphia Union,LA Galaxy,0-1,0,1,East,West,1,regular,,,,,
2913,2010-10-08,2010,Chicago Fire,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,
2914,2010-10-09,2010,New York Red Bulls,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,
2915,2010-10-09,2010,FC Dallas,Colorado Rapids,2-2,2,2,West,West,4,regular,,,,,
2916,2010-10-09,2010,DC United,San Jose Earthquakes,0-2,0,2,East,West,2,regular,,,,,
2917,2010-10-09,2010,Sporting Kansas City,Seattle Sounders,1-2,1,2,East,West,3,regular,,,,,
2918,2010-10-10,2010,CD Chivas USA,Toronto FC,3-0,3,0,West,East,3,regular,,,,,
2919,2010-10-10,2010,Houston Dynamo,New England Revolution,1-2,1,2,West,East,3,regular,,,,,
2920,2010-10-12,2010,Chicago Fire,Sporting Kansas City,0-2,0,2,East,East,2,regular,,,,,
2921,2010-10-16,2010,Seattle Sounders,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,
2922,2010-10-16,2010,Chicago Fire,DC United,0-0,0,0,East,East,0,regular,,,,,
2923,2010-10-16,2010,Toronto FC,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,
2924,2010-10-16,2010,Philadelphia Union,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,
2925,2010-10-16,2010,New England Revolution,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,
2926,2010-10-16,2010,Real Salt Lake,FC Dallas,2-0,2,0,West,West,2,regular,,,,,
2927,2010-10-17,2010,San Jose Earthquakes,Houston Dynamo,0-1,0,1,West,West,1,regular,,,,,
2928,2010-10-17,2010,LA Galaxy,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,
2929,2010-10-21,2010,San Jose Earthquakes,CD Chivas USA,3-0,3,0,West,West,3,regular,,,,,
2930,2010-10-21,2010,New York Red Bulls,New England Revolution,2-0,2,0,East,East,2,regular,,,,,
2931,2010-10-23,2010,Houston Dynamo,Seattle Sounders,2-1,2,1,West,West,3,regular,,,,,
2932,2010-10-23,2010,DC United,Toronto FC,2-3,2,3,East,East,5,regular,,,,,
2933,2010-10-23,2010,Sporting Kansas City,San Jose Earthquakes,4-1,4,1,East,West,5,regular,,,,,
2934,2010-10-23,2010,Colorado Rapids,Real Salt Lake,2-2,2,2,West,West,4,regular,,,,,
2935,2010-10-24,2010,CD Chivas USA,Chicago Fire,1-4,1,4,West,East,5,regular,,,,,
2936,2010-10-24,2010,Columbus Crew,Philadelphia Union,3-1,3,1,East,East,4,regular,,,,,
2937,2010-10-24,2010,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
2938,2010-10-28,2010,Colorado Rapids,Columbus Crew,1-0,1,0,West,East,1,conf_semi,1.0,,,,
2939,2010-10-30,2010,FC Dallas,Real Salt Lake,2-1,2,1,West,West,3,conf_semi,1.0,,,,
2940,2010-10-31,2010,San Jose Earthquakes,New York Red Bulls,0-1,0,1,West,East,1,conf_semi,1.0,,,,
2941,2010-10-31,2010,Seattle Sounders,LA Galaxy,0-1,0,1,West,West,1,conf_semi,1.0,,,,
2942,2010-11-04,2010,New York Red Bulls,San Jose Earthquakes,1-3,1,3,East,West,4,conf_semi,2.0,,,,
2943,2010-11-06,2010,Columbus Crew,Colorado Rapids,2-1,2,1,East,West,3,conf_semi,2.0,2.0,1.0,4.0,5.0
2944,2010-11-07,2010,Real Salt Lake,FC Dallas,1-1,1,1,West,West,2,conf_semi,2.0,,,,
2945,2010-11-07,2010,LA Galaxy,Seattle Sounders,2-1,2,1,West,West,3,conf_semi,2.0,,,,
2946,2010-11-13,2010,Colorado Rapids,San Jose Earthquakes,1-0,1,0,West,West,1,conf_final,,,,,
2947,2010-11-14,2010,LA Galaxy,FC Dallas,0-3,0,3,West,West,3,conf_final,,,,,
2948,2010-11-21,2010,Colorado Rapids,FC Dallas,1-1,1,1,West,West,2,mls_final,,2.0,1.0,,
2949,2011-03-16,2011,Seattle Sounders,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,
2950,2011-03-19,2011,Vancouver Whitecaps,Toronto FC,4-2,4,2,West,East,6,regular,,,,,
